LSOA code (2011),la19nm,england_imd_rank,england_imd_decile,london_imd_rank,london_imd_decile,IDAOP_london_rank,IDAOP_london_decile,IDACI_london_rank,IDACI_london_decile,Income_london_rank,Income_london_decile,employment_london_rank,employment_london_decile,crime_london_rank,crime_london_decile,barriers_london_rank,barriers_london_decile,livingEnv_london_rank,livingEnv_london_decile,health_london_rank,health_london_decile,edu_london_rank,edu_london_decile,LSOA name (2011),Local Authority District code (2019),Local Authority District name (2019),Index of Multiple Deprivation (IMD) rank - England,Index of Multiple Deprivation (IMD) decile - England,Index of Multiple Deprivation (IMD) rank rebased for London,Index of Multiple Deprivation (IMD) decile rebased for London,Index of Multiple Deprivation (IMD) quintile rebased for London
E01000118,Barnet,24743,8,4005,9,"20,240",9,20296,8,20191,8,21699,7,19710,8,3995,9,18191,9,32170,10,23320,6,Barnet 010B,E09000003,Barnet,24743.0,8.0,4005.0,9.0,5.0
E01000119,Barnet,22657,7,3746,8,"15,643",8,24630,9,19862,8,23311,8,7366,3,3797,8,13884,8,32503,10,29365,9,Barnet 009C,E09000003,Barnet,22657.0,7.0,3746.0,8.0,4.0
E01000120,Barnet,29572,10,4617,10,"20,175",9,27725,9,23592,9,28933,9,24686,10,4419,10,19324,10,31931,10,27995,8,Barnet 009D,E09000003,Barnet,29572.0,10.0,4617.0,10.0,5.0
E01000121,Barnet,5463,2,511,2,"4,998",4,4638,2,3532,1,3444,1,11408,5,1318,3,20733,10,12164,2,12192,2,Barnet 010C,E09000003,Barnet,5463.0,2.0,511.0,2.0,1.0
E01000122,Barnet,24308,8,3956,9,"15,251",8,26887,9,21201,8,23116,8,25342,10,2437,6,13971,8,30581,9,30583,9,Barnet 009E,E09000003,Barnet,24308.0,8.0,3956.0,9.0,5.0
E01000123,Barnet,23278,8,3829,8,"17,865",8,17728,7,20571,8,24914,8,26038,10,1722,4,18691,10,29311,9,23385,7,Barnet 010D,E09000003,Barnet,23278.0,8.0,3829.0,8.0,4.0
E01000124,Barnet,11634,4,1973,5,"5,576",4,10727,5,9081,4,8789,2,9189,4,2459,6,14719,8,24615,7,17610,4,Barnet 010E,E09000003,Barnet,11634.0,4.0,1973.0,5.0,3.0
E01000125,Barnet,9759,3,1580,4,"3,707",3,9388,4,8105,3,14613,5,7913,3,436,1,14835,8,24898,7,11445,2,Barnet 024A,E09000003,Barnet,9759.0,3.0,1580.0,4.0,2.0
E01000126,Barnet,6407,2,751,2,903,1,5869,2,4366,2,6354,2,19092,8,121,1,12134,7,17202,4,18871,5,Barnet 026A,E09000003,Barnet,6407.0,2.0,751.0,2.0,1.0
E01000127,Barnet,9275,3,1468,4,"3,687",3,8456,4,7125,3,8594,2,10103,4,1306,3,13192,7,23367,6,12944,2,Barnet 024B,E09000003,Barnet,9275.0,3.0,1468.0,4.0,2.0
E01000128,Barnet,9555,3,1533,4,"9,359",6,7718,3,8718,4,12046,4,3869,2,1713,4,10444,6,21389,6,12220,2,Barnet 024C,E09000003,Barnet,9555.0,3.0,1533.0,4.0,2.0
E01000129,Barnet,7554,3,1042,3,364,1,11839,5,5873,2,11084,3,3487,1,1153,3,11448,7,18366,5,11367,2,Barnet 024D,E09000003,Barnet,7554.0,3.0,1042.0,3.0,2.0
E01000130,Barnet,7621,3,1060,3,"6,305",4,9878,4,7670,3,9925,3,5021,2,620,2,6102,3,21139,6,14311,3,Barnet 021A,E09000003,Barnet,7621.0,3.0,1060.0,3.0,2.0
E01000131,Barnet,13623,5,2351,5,"11,077",6,18170,7,14225,6,19498,7,2608,1,1103,3,14578,8,27020,8,20987,6,Barnet 024E,E09000003,Barnet,13623.0,5.0,2351.0,5.0,3.0
E01000132,Barnet,10459,4,1741,4,"3,639",3,7965,3,7554,3,11581,4,11812,5,1608,4,11269,7,22939,6,12100,2,Barnet 021B,E09000003,Barnet,10459.0,4.0,1741.0,4.0,2.0
E01000133,Barnet,7660,3,1069,3,"4,307",3,13753,6,7489,3,5788,1,15664,7,986,3,10732,6,16936,4,11075,2,Barnet 021C,E09000003,Barnet,7660.0,3.0,1069.0,3.0,2.0
E01000134,Barnet,10969,4,1834,4,"1,641",2,9268,4,7770,3,13810,4,19554,8,757,2,10405,6,24429,7,13625,3,Barnet 024F,E09000003,Barnet,10969.0,4.0,1834.0,4.0,2.0
E01000135,Barnet,21585,7,3613,8,"21,724",9,20958,8,20336,8,25207,8,10680,5,3452,8,6935,4,29489,9,28090,8,Barnet 038A,E09000003,Barnet,21585.0,7.0,3613.0,8.0,4.0
E01000136,Barnet,25840,8,4151,9,"24,042",9,31663,10,29403,10,32200,10,13707,6,3031,7,5733,3,32547,10,32080,10,Barnet 038B,E09000003,Barnet,25840.0,8.0,4151.0,9.0,5.0
E01000137,Barnet,8611,3,1306,3,"4,660",3,4322,2,4769,2,7065,2,11200,5,1932,4,13240,8,14846,3,23802,7,Barnet 041A,E09000003,Barnet,8611.0,3.0,1306.0,3.0,2.0
E01000138,Barnet,9114,3,1434,3,"10,018",6,8934,4,8210,3,8832,2,3016,1,1569,4,7778,4,24007,7,23460,7,Barnet 040A,E09000003,Barnet,9114.0,3.0,1434.0,3.0,2.0
E01000139,Barnet,21727,7,3632,8,"15,507",8,18266,7,19148,8,27475,9,7591,3,3433,8,9230,5,30993,10,27939,8,Barnet 041B,E09000003,Barnet,21727.0,7.0,3632.0,8.0,4.0
E01000140,Barnet,17164,6,2953,7,"13,934",7,11913,5,13979,6,16748,6,17079,8,2542,6,8608,5,28092,8,22414,6,Barnet 041C,E09000003,Barnet,17164.0,6.0,2953.0,7.0,4.0
E01000141,Barnet,8601,3,1304,3,"5,326",4,9583,4,10621,4,15544,5,998,1,1573,4,1546,1,26316,8,20639,5,Barnet 039A,E09000003,Barnet,8601.0,3.0,1304.0,3.0,2.0
E01000142,Barnet,17305,6,2970,7,"11,618",6,12988,6,12982,5,17086,6,22062,9,2397,5,9571,5,25666,7,23016,6,Barnet 040B,E09000003,Barnet,17305.0,6.0,2970.0,7.0,4.0
E01000143,Barnet,7380,3,997,3,"4,853",3,3689,1,4534,2,6262,2,5800,2,1888,4,15838,9,17289,4,16148,4,Barnet 041D,E09000003,Barnet,7380.0,3.0,997.0,3.0,2.0
E01000144,Barnet,15833,5,2733,6,"8,398",5,22409,8,16060,7,15795,5,6317,3,2356,5,9289,5,28028,8,23604,7,Barnet 038C,E09000003,Barnet,15833.0,5.0,2733.0,6.0,3.0
E01000145,Barnet,19310,6,3288,7,"22,487",9,24526,9,18244,7,18151,6,13588,6,2751,6,7415,4,31703,10,27693,8,Barnet 037A,E09000003,Barnet,19310.0,6.0,3288.0,7.0,4.0
E01000146,Barnet,15647,5,2701,6,"12,133",7,19714,8,15846,7,14465,5,7217,3,1730,4,8905,5,31821,10,27554,8,Barnet 038D,E09000003,Barnet,15647.0,5.0,2701.0,6.0,3.0
E01000147,Barnet,21282,7,3579,8,"12,225",7,26237,9,19924,8,27874,9,11383,5,3065,7,6999,4,32596,10,21938,6,Barnet 030A,E09000003,Barnet,21282.0,7.0,3579.0,8.0,4.0
E01000148,Barnet,9213,3,1458,4,"3,140",3,10603,5,7576,3,10390,3,16537,7,656,2,8909,5,16658,4,16751,4,Barnet 030B,E09000003,Barnet,9213.0,3.0,1458.0,4.0,2.0
E01000150,Barnet,18371,6,3147,7,"9,859",6,15585,6,15457,6,22713,8,17184,8,1865,4,6930,4,31284,10,22579,6,Barnet 036A,E09000003,Barnet,18371.0,6.0,3147.0,7.0,4.0
E01000151,Barnet,4606,2,333,1,"2,717",2,1589,1,1383,1,3621,1,15355,7,897,2,15489,9,19182,5,14541,3,Barnet 026B,E09000003,Barnet,4606.0,2.0,333.0,1.0,1.0
E01000152,Barnet,6908,3,871,2,"1,376",1,4240,2,3391,1,7125,2,15902,7,572,2,18424,9,24090,7,10713,2,Barnet 026C,E09000003,Barnet,6908.0,3.0,871.0,2.0,1.0
E01000153,Barnet,3826,2,194,1,"2,245",2,3444,1,3020,1,4735,1,4658,2,204,1,16737,9,16727,4,6415,1,Barnet 026D,E09000003,Barnet,3826.0,2.0,194.0,1.0,1.0
E01000154,Barnet,6805,3,849,2,"3,390",3,13060,6,6589,3,7428,2,5150,2,627,2,13307,8,15897,4,12409,2,Barnet 026E,E09000003,Barnet,6805.0,3.0,849.0,2.0,1.0
E01000155,Barnet,13700,5,2362,5,"4,889",4,10592,5,12048,5,20992,7,18553,8,1102,3,2383,1,30874,9,19786,5,Barnet 030D,E09000003,Barnet,13700.0,5.0,2362.0,5.0,3.0
E01000156,Barnet,26669,9,4264,9,"10,776",6,21185,8,20480,8,27970,9,18997,8,4016,9,15291,8,28748,9,31256,10,Barnet 022A,E09000003,Barnet,26669.0,9.0,4264.0,9.0,5.0
E01000157,Barnet,21431,7,3598,8,"11,753",6,16659,7,18020,7,23337,8,20763,9,3554,8,7699,4,29471,9,21468,6,Barnet 022B,E09000003,Barnet,21431.0,7.0,3598.0,8.0,4.0
E01000158,Barnet,14606,5,2508,6,"11,122",6,13742,6,12554,5,14944,5,8251,3,2931,7,8183,5,24692,7,21097,6,Barnet 015A,E09000003,Barnet,14606.0,5.0,2508.0,6.0,3.0
E01000159,Barnet,17696,6,3031,7,"17,000",8,13143,6,14637,6,16967,6,8253,3,1985,5,17292,9,30795,9,27445,8,Barnet 015B,E09000003,Barnet,17696.0,6.0,3031.0,7.0,4.0
E01000160,Barnet,22025,7,3675,8,"13,996",7,22701,8,21491,8,25821,8,9589,4,3167,7,11117,6,29047,9,24450,7,Barnet 015C,E09000003,Barnet,22025.0,7.0,3675.0,8.0,4.0
E01000161,Barnet,19434,6,3309,7,"9,864",6,14418,6,15071,6,23203,8,7561,3,3051,7,15281,8,23738,7,28785,9,Barnet 015D,E09000003,Barnet,19434.0,6.0,3309.0,7.0,4.0
E01000162,Barnet,15689,5,2707,6,"11,405",6,18132,7,14118,6,12852,4,9327,4,3664,8,10428,6,23118,6,21882,6,Barnet 015E,E09000003,Barnet,15689.0,5.0,2707.0,6.0,3.0
E01000163,Barnet,8744,3,1344,3,"3,048",2,8753,4,6673,3,7026,2,12561,6,1240,3,13854,8,15455,3,18746,5,Barnet 022C,E09000003,Barnet,8744.0,3.0,1344.0,3.0,2.0
E01000164,Barnet,10557,4,1760,4,"4,258",3,12301,5,8617,4,11407,4,4999,2,1510,4,9562,5,25537,7,20020,5,Barnet 022D,E09000003,Barnet,10557.0,4.0,1760.0,4.0,2.0
E01000165,Barnet,20782,7,3511,8,"9,801",6,16692,7,16434,7,24651,8,13551,6,1576,4,18378,9,30809,9,27089,8,Barnet 022E,E09000003,Barnet,20782.0,7.0,3511.0,8.0,4.0
E01000166,Barnet,19054,6,3243,7,"12,993",7,20359,8,15602,7,15856,5,12305,5,2786,6,20472,10,28162,8,24869,7,Barnet 003A,E09000003,Barnet,19054.0,6.0,3243.0,7.0,4.0
E01000167,Barnet,8854,3,1367,3,"6,421",4,4943,2,6730,3,9073,3,8847,4,1834,4,16601,9,13541,3,12139,2,Barnet 002A,E09000003,Barnet,8854.0,3.0,1367.0,3.0,2.0
E01000168,Barnet,28357,9,4479,10,"19,798",9,27943,10,26071,9,29238,9,18057,8,4066,9,14193,8,31651,10,29243,9,Barnet 003B,E09000003,Barnet,28357.0,9.0,4479.0,10.0,5.0
E01000169,Barnet,20813,7,3516,8,"19,381",8,19393,8,18500,7,20563,7,9541,4,3462,8,11383,7,30347,9,27460,8,Barnet 003C,E09000003,Barnet,20813.0,7.0,3516.0,8.0,4.0
E01000170,Barnet,14031,5,2417,5,"8,921",5,12792,5,10719,5,10414,3,8594,4,3973,9,11534,7,25024,7,21554,6,Barnet 006A,E09000003,Barnet,14031.0,5.0,2417.0,5.0,3.0
E01000171,Barnet,11210,4,1892,4,"7,705",5,5542,2,6871,3,11775,4,12123,5,3257,7,6704,3,18595,5,19665,5,Barnet 006B,E09000003,Barnet,11210.0,4.0,1892.0,4.0,2.0
E01000172,Barnet,26533,9,4245,9,"20,991",9,21187,8,20565,8,28221,9,26715,10,3575,8,11181,6,32018,10,30143,9,Barnet 003D,E09000003,Barnet,26533.0,9.0,4245.0,9.0,5.0
E01000173,Barnet,24872,8,4022,9,"16,392",8,20416,8,19433,8,24580,8,17910,8,4345,9,13018,7,29803,9,26333,8,Barnet 006C,E09000003,Barnet,24872.0,8.0,4022.0,9.0,5.0
E01000174,Barnet,17685,6,3029,7,"8,298",5,15805,7,12760,5,19157,6,20317,9,2540,6,8830,5,25607,7,23885,7,Barnet 006D,E09000003,Barnet,17685.0,6.0,3029.0,7.0,4.0
E01000175,Barnet,27536,9,4374,10,"23,532",9,28778,10,25718,9,25725,8,13765,6,4019,9,18613,10,31540,10,30711,9,Barnet 006E,E09000003,Barnet,27536.0,9.0,4374.0,10.0,5.0
E01000176,Barnet,7768,3,1100,3,"3,589",3,4724,2,4859,2,7899,2,10772,5,575,2,16934,9,22882,6,14011,3,Barnet 027A,E09000003,Barnet,7768.0,3.0,1100.0,3.0,2.0
E01000177,Barnet,26742,9,4274,9,"22,329",9,23059,9,25054,9,31483,10,16208,7,3903,9,8862,5,32421,10,27761,8,Barnet 029A,E09000003,Barnet,26742.0,9.0,4274.0,9.0,5.0
E01000178,Barnet,27008,9,4304,9,"16,717",8,26952,9,24124,9,26228,9,18895,8,3916,9,12599,7,30902,9,31906,10,Barnet 027B,E09000003,Barnet,27008.0,9.0,4304.0,9.0,5.0
E01000179,Barnet,26462,9,4237,9,"15,888",8,20910,8,22746,9,29121,9,17939,8,3558,8,15597,9,26043,7,30869,9,Barnet 029B,E09000003,Barnet,26462.0,9.0,4237.0,9.0,5.0
E01000180,Barnet,19391,6,3304,7,"4,858",3,19141,8,12478,5,17950,6,20452,9,2661,6,15732,9,29166,9,27500,8,Barnet 029C,E09000003,Barnet,19391.0,6.0,3304.0,7.0,4.0
E01000181,Barnet,26821,9,4287,9,"17,821",8,24964,9,24244,9,28293,9,15601,7,4202,9,9010,5,32071,10,32678,10,Barnet 029D,E09000003,Barnet,26821.0,9.0,4287.0,9.0,5.0
E01000182,Barnet,27057,9,4314,9,"20,965",9,30252,10,28697,10,30147,10,19306,8,3914,9,5210,3,32281,10,32588,10,Barnet 029E,E09000003,Barnet,27057.0,9.0,4314.0,9.0,5.0
E01000183,Barnet,23760,8,3886,9,"13,526",7,24522,9,18766,8,25825,8,23864,10,2545,6,14718,8,25664,7,31018,9,Barnet 033A,E09000003,Barnet,23760.0,8.0,3886.0,9.0,5.0
E01000184,Barnet,7110,3,923,2,"4,930",4,6470,3,5967,2,7398,2,11888,5,636,2,5952,3,18934,5,15371,3,Barnet 027C,E09000003,Barnet,7110.0,3.0,923.0,2.0,1.0
E01000185,Barnet,10299,4,1701,4,"1,388",1,4437,2,4541,2,8723,2,22953,9,2041,5,15701,9,19242,5,19497,5,Barnet 029F,E09000003,Barnet,10299.0,4.0,1701.0,4.0,2.0
E01000186,Barnet,30326,10,4695,10,"23,401",9,30661,10,27519,9,29214,9,26212,10,4370,10,16097,9,32593,10,29202,9,Barnet 014A,E09000003,Barnet,30326.0,10.0,4695.0,10.0,5.0
E01000187,Barnet,21042,7,3548,8,"6,578",4,19526,8,13871,6,20781,7,24590,10,2964,7,19649,10,24697,7,24295,7,Barnet 014B,E09000003,Barnet,21042.0,7.0,3548.0,8.0,4.0
E01000188,Barnet,27036,9,4309,9,"30,278",10,29910,10,30414,10,28966,9,8968,4,4170,9,10331,6,32615,10,30119,9,Barnet 014C,E09000003,Barnet,27036.0,9.0,4309.0,9.0,5.0
E01000189,Barnet,11051,4,1856,4,"6,982",5,12159,5,10587,4,14045,5,23049,9,1176,3,3275,1,27729,8,10515,2,Barnet 014D,E09000003,Barnet,11051.0,4.0,1856.0,4.0,2.0
E01000190,Barnet,24311,8,3958,9,"18,826",8,19583,8,17811,7,22730,8,22930,9,3434,8,18206,9,30863,9,26945,8,Barnet 014E,E09000003,Barnet,24311.0,8.0,3958.0,9.0,5.0
E01000191,Barnet,28527,9,4500,10,"22,432",9,28983,10,25033,9,25233,8,24413,10,4041,9,16169,9,31996,10,31153,10,Barnet 014F,E09000003,Barnet,28527.0,9.0,4500.0,10.0,5.0
E01000192,Barnet,18475,6,3167,7,"19,872",9,16562,7,15682,7,19723,7,8607,4,3131,7,9877,6,29094,9,25275,7,Barnet 018A,E09000003,Barnet,18475.0,6.0,3167.0,7.0,4.0
E01000193,Barnet,17828,6,3053,7,"16,519",8,21857,8,17895,7,18479,6,8454,4,2793,6,7146,4,31313,10,23988,7,Barnet 018B,E09000003,Barnet,17828.0,6.0,3053.0,7.0,4.0
E01000194,Barnet,14920,5,2565,6,"15,305",8,15644,6,14371,6,16742,6,4540,2,1901,4,8938,5,28883,9,26490,8,Barnet 018C,E09000003,Barnet,14920.0,5.0,2565.0,6.0,3.0
E01000195,Barnet,9593,3,1540,4,"5,302",4,9452,4,8228,3,11220,3,14429,6,342,1,15323,8,24457,7,11639,2,Barnet 013A,E09000003,Barnet,9593.0,3.0,1540.0,4.0,2.0
E01000196,Barnet,21850,7,3649,8,"13,174",7,22426,8,17436,7,19382,6,25935,10,2760,6,13191,7,30188,9,26345,8,Barnet 028A,E09000003,Barnet,21850.0,7.0,3649.0,8.0,4.0
E01000197,Barnet,21591,7,3614,8,"17,059",8,18208,7,18468,7,22711,8,16146,7,3189,7,6454,3,31942,10,31164,10,Barnet 023A,E09000003,Barnet,21591.0,7.0,3614.0,8.0,4.0
E01000198,Barnet,22353,7,3713,8,"17,727",8,19767,8,18412,7,25333,8,25140,10,1483,4,11317,7,32466,10,30790,9,Barnet 025A,E09000003,Barnet,22353.0,7.0,3713.0,8.0,4.0
E01000199,Barnet,28042,9,4443,10,"27,508",10,27140,9,24764,9,29076,9,18711,8,3133,7,18404,9,32707,10,31831,10,Barnet 025B,E09000003,Barnet,28042.0,9.0,4443.0,10.0,5.0
E01000200,Barnet,25046,8,4043,9,"19,523",9,24489,9,19357,8,23175,8,16549,7,3860,8,15396,8,32399,10,31907,10,Barnet 028B,E09000003,Barnet,25046.0,8.0,4043.0,9.0,5.0
E01000201,Barnet,28084,9,4448,10,"25,597",10,30485,10,28364,10,29698,9,17627,8,4293,9,7463,4,32469,10,32270,10,Barnet 028C,E09000003,Barnet,28084.0,9.0,4448.0,10.0,5.0
E01000202,Barnet,28623,9,4512,10,"15,518",8,27858,9,25482,9,30478,10,23739,10,3520,8,13100,7,32558,10,31446,10,Barnet 028D,E09000003,Barnet,28623.0,9.0,4512.0,10.0,5.0
E01000203,Barnet,18422,6,3157,7,"10,997",6,15767,7,14462,6,18236,6,24624,10,1404,3,11805,7,30128,9,26424,8,Barnet 028E,E09000003,Barnet,18422.0,6.0,3157.0,7.0,4.0
E01000204,Barnet,24436,8,3973,9,"18,042",8,25531,9,21863,8,25965,8,11927,5,3893,9,10412,6,32369,10,29593,9,Barnet 025C,E09000003,Barnet,24436.0,8.0,3973.0,9.0,5.0
E01000205,Barnet,27397,9,4354,10,"25,126",10,25841,9,25441,9,29476,9,13254,6,3925,9,12790,7,32600,10,31937,10,Barnet 035A,E09000003,Barnet,27397.0,9.0,4354.0,10.0,5.0
E01000206,Barnet,25629,8,4127,9,"32,413",10,32348,10,32706,10,32692,10,14364,6,1166,3,12215,7,32823,10,31108,10,Barnet 033B,E09000003,Barnet,25629.0,8.0,4127.0,9.0,5.0
E01000207,Barnet,28804,9,4536,10,"26,433",10,29469,10,28150,10,29472,9,23598,9,3956,9,10436,6,32645,10,29862,9,Barnet 033C,E09000003,Barnet,28804.0,9.0,4536.0,10.0,5.0
E01000208,Barnet,28766,9,4531,10,"28,477",10,29839,10,31181,10,32744,10,13995,6,3234,7,13475,8,32795,10,31699,10,Barnet 033D,E09000003,Barnet,28766.0,9.0,4531.0,10.0,5.0
E01000209,Barnet,28249,9,4469,10,"25,703",10,30455,10,26588,9,29393,9,16887,7,3789,8,13289,8,31889,10,32595,10,Barnet 035B,E09000003,Barnet,28249.0,9.0,4469.0,10.0,5.0
E01000210,Barnet,26833,9,4288,9,"24,322",9,23685,9,24220,9,29944,10,11037,5,4324,9,10330,6,32462,10,32505,10,Barnet 033E,E09000003,Barnet,26833.0,9.0,4288.0,9.0,5.0
E01000211,Barnet,19377,6,3303,7,"9,646",6,13874,6,14654,6,18292,6,22011,9,2496,6,10106,6,27338,8,29476,9,Barnet 035C,E09000003,Barnet,19377.0,6.0,3303.0,7.0,4.0
E01000212,Barnet,24145,8,3931,9,"29,490",10,24859,9,23021,9,18960,6,19894,8,3489,8,11349,7,32148,10,32546,10,Barnet 035D,E09000003,Barnet,24145.0,8.0,3931.0,9.0,5.0
E01000213,Barnet,27586,9,4383,10,"28,439",10,32448,10,31216,10,31617,10,23109,9,2450,6,8092,4,32733,10,31659,10,Barnet 033F,E09000003,Barnet,27586.0,9.0,4383.0,10.0,5.0
E01000214,Barnet,23881,8,3896,9,"21,762",9,28352,10,27180,9,28460,9,12197,5,1424,3,12462,7,32660,10,32591,10,Barnet 038E,E09000003,Barnet,23881.0,8.0,3896.0,9.0,5.0
E01000215,Barnet,20414,7,3458,8,"6,076",4,26798,9,15859,7,20859,7,23197,9,2418,6,13727,8,24381,7,26065,7,Barnet 037B,E09000003,Barnet,20414.0,7.0,3458.0,8.0,4.0
E01000216,Barnet,24507,8,3979,9,"13,502",7,28502,10,21332,8,21286,7,20587,9,3312,7,14375,8,30884,9,30600,9,Barnet 035E,E09000003,Barnet,24507.0,8.0,3979.0,9.0,5.0
E01000217,Barnet,23520,8,3857,8,"21,937",9,25142,9,22376,8,22862,8,21624,9,3689,8,9244,5,30365,9,22543,6,Barnet 035F,E09000003,Barnet,23520.0,8.0,3857.0,8.0,4.0
E01000218,Barnet,18612,6,3186,7,"18,608",8,20471,8,15821,7,18558,6,14620,7,2843,6,11456,7,26523,8,22091,6,Barnet 037C,E09000003,Barnet,18612.0,6.0,3186.0,7.0,4.0
E01000219,Barnet,14460,5,2480,6,"9,602",6,27238,9,16734,7,13697,4,10389,5,1734,4,8190,5,26620,8,17613,4,Barnet 037D,E09000003,Barnet,14460.0,5.0,2480.0,6.0,3.0
E01000220,Barnet,16891,6,2911,7,"11,112",6,22460,8,14048,6,13981,5,22479,9,2798,6,9132,5,23139,6,24209,7,Barnet 037E,E09000003,Barnet,16891.0,6.0,2911.0,7.0,4.0
E01000221,Barnet,2878,1,72,1,"1,571",2,3667,1,2886,1,3909,1,2639,1,39,1,8955,5,11027,2,11630,2,Barnet 039B,E09000003,Barnet,2878.0,1.0,72.0,1.0,1.0
E01000222,Barnet,9539,3,1524,4,"11,570",6,12678,5,9338,4,8480,2,6190,3,1374,3,8884,5,20458,5,19703,5,Barnet 040C,E09000003,Barnet,9539.0,3.0,1524.0,4.0,2.0
E01000223,Barnet,5606,2,551,2,"3,713",3,8245,4,5219,2,7310,2,4500,2,283,1,9686,6,16092,4,13036,3,Barnet 039C,E09000003,Barnet,5606.0,2.0,551.0,2.0,1.0
E01000224,Barnet,14638,5,2513,6,"13,651",7,9079,4,10311,4,13101,4,17484,8,2615,6,10450,6,28221,8,18160,4,Barnet 040D,E09000003,Barnet,14638.0,5.0,2513.0,6.0,3.0
E01000225,Barnet,23364,8,3834,8,"12,190",7,30577,10,22472,8,23306,8,16830,7,2916,7,13328,8,29235,9,25545,7,Barnet 037F,E09000003,Barnet,23364.0,8.0,3834.0,8.0,4.0
E01000226,Barnet,7222,3,950,2,"1,123",1,8241,4,5288,2,9332,3,19222,8,884,2,8364,5,10680,2,11624,2,Barnet 018D,E09000003,Barnet,7222.0,3.0,950.0,2.0,1.0
E01000227,Barnet,24577,8,3987,9,"15,906",8,23257,9,19223,8,24076,8,25093,10,2741,6,16456,9,32188,10,27735,8,Barnet 018E,E09000003,Barnet,24577.0,8.0,3987.0,9.0,5.0
E01000228,Barnet,21621,7,3620,8,"19,220",8,19428,8,19698,8,23078,8,7481,3,2887,6,17584,9,30502,9,27227,8,Barnet 007A,E09000003,Barnet,21621.0,7.0,3620.0,8.0,4.0
E01000229,Barnet,13079,4,2256,5,"10,071",6,15460,6,12047,5,11304,4,15566,7,647,2,16706,9,27683,8,20727,5,Barnet 013B,E09000003,Barnet,13079.0,4.0,2256.0,5.0,3.0
E01000230,Barnet,27204,9,4330,9,"18,140",8,24406,9,21300,8,26803,9,21540,9,4230,9,20064,10,31585,10,23054,6,Barnet 013C,E09000003,Barnet,27204.0,9.0,4330.0,9.0,5.0
E01000231,Barnet,16447,6,2833,6,"17,301",8,15372,6,15887,7,20544,7,14223,6,362,1,13506,8,29693,9,28133,8,Barnet 013D,E09000003,Barnet,16447.0,6.0,2833.0,6.0,3.0
E01000232,Barnet,19413,6,3305,7,"10,825",6,17249,7,14404,6,18344,6,16385,7,2619,6,15093,8,27433,8,27272,8,Barnet 013E,E09000003,Barnet,19413.0,6.0,3305.0,7.0,4.0
E01000233,Barnet,25991,8,4170,9,"17,809",8,23657,9,21747,8,23380,8,19066,8,3992,9,15270,8,32427,10,28531,8,Barnet 013F,E09000003,Barnet,25991.0,8.0,4170.0,9.0,5.0
E01000234,Barnet,26226,8,4204,9,"17,671",8,25266,9,22186,8,25571,8,20474,9,3529,8,16530,9,30198,9,28687,8,Barnet 021D,E09000003,Barnet,26226.0,8.0,4204.0,9.0,5.0
E01000235,Barnet,11811,4,2013,5,"6,623",4,9944,4,9316,4,12345,4,9335,4,2186,5,9812,6,24980,7,14759,3,Barnet 021E,E09000003,Barnet,11811.0,4.0,2013.0,5.0,3.0
E01000236,Barnet,23808,8,3888,9,"12,102",7,25337,9,19680,8,21799,7,24391,10,3510,8,11051,6,29846,9,28956,9,Barnet 034A,E09000003,Barnet,23808.0,8.0,3888.0,9.0,5.0
E01000237,Barnet,25066,8,4046,9,"16,019",8,26721,9,24986,9,29142,9,12465,6,3159,7,9041,5,32251,10,31373,10,Barnet 032A,E09000003,Barnet,25066.0,8.0,4046.0,9.0,5.0
E01000238,Barnet,19485,6,3316,7,"12,704",7,20556,8,16992,7,17719,6,19488,8,2485,6,8164,5,31453,10,27606,8,Barnet 034B,E09000003,Barnet,19485.0,6.0,3316.0,7.0,4.0
E01000239,Barnet,13120,4,2264,5,"8,563",5,10376,4,11811,5,16948,6,16770,7,165,1,11552,7,27733,8,25549,7,Barnet 031A,E09000003,Barnet,13120.0,4.0,2264.0,5.0,3.0
E01000240,Barnet,14717,5,2529,6,"9,865",6,13642,6,13892,6,19999,7,15563,7,250,1,9725,6,29663,9,26426,8,Barnet 031B,E09000003,Barnet,14717.0,5.0,2529.0,6.0,3.0
E01000241,Barnet,23646,8,3876,9,"16,764",8,20903,8,21281,8,27860,9,19355,8,1704,4,11802,7,32334,10,31496,10,Barnet 031C,E09000003,Barnet,23646.0,8.0,3876.0,9.0,5.0
E01000242,Barnet,15111,5,2599,6,"12,247",7,17216,7,13112,6,15495,5,12135,5,706,2,14489,8,28490,8,29017,9,Barnet 032B,E09000003,Barnet,15111.0,5.0,2599.0,6.0,3.0
E01000243,Barnet,19861,7,3377,7,"11,356",6,22908,9,18854,8,23716,8,15063,7,2572,6,5126,2,28790,9,27755,8,Barnet 032C,E09000003,Barnet,19861.0,7.0,3377.0,7.0,4.0
E01000244,Barnet,18293,6,3131,7,"11,137",6,22601,8,20321,8,22860,8,12038,5,2643,6,2831,1,29007,9,25656,7,Barnet 032D,E09000003,Barnet,18293.0,6.0,3131.0,7.0,4.0
E01000245,Barnet,11312,4,1907,4,"4,688",3,10380,4,8983,4,9813,3,9778,4,2301,5,9019,5,21679,6,20172,5,Barnet 032E,E09000003,Barnet,11312.0,4.0,1907.0,4.0,2.0
