FID,LSOA21CD,LSOA21NM,borough,mean_AI,MEDIAN_AI,MIN_AI,MAX_AI,MEAN_PTAL_,Shape_Leng,Shape__Area,Shape__Length
2367,E01002480,Hillingdon 004D,Hillingdon,2.74162694985,1.93687076665,0,9.33513497009,1b,4773.99337279,634785.752487183,4773.99337278864
2368,E01002481,Hillingdon 004E,Hillingdon,4.4720914925,3.0667477877,0,10.9033235874,1b,4419.27493414,367338.736747742,4419.27493414124
2369,E01002482,Hillingdon 001E,Hillingdon,4.9379465173,4.32324938115,0,12.6341124243,1b,3753.269079,640950.854850769,3753.26907900264
2370,E01002483,Hillingdon 002D,Hillingdon,9.13054023079,9.62706742953,2.05635548655,14.1158918642,2,2925.59944157,363603.098869324,2925.59944157215
2371,E01002484,Hillingdon 002E,Hillingdon,9.19641502718,10.2463188708,4.07089532602,11.9893651856,2,2519.12938889,235166.40688324,2519.12938889285
2372,E01002485,Hillingdon 002F,Hillingdon,11.0476147315,11.1971003045,8.18631172757,14.940577953,3,5092.86735312,302937.205848694,5092.86735311677
2373,E01002486,Hillingdon 028A,Hillingdon,2.72792227456,2.96649326033,0,6.37152134346,1b,5306.64385764,1022767.60542297,5306.64385764303
2374,E01002487,Hillingdon 028B,Hillingdon,4.67082167324,3.58735500544,2.59332042402,16.4667960188,1b,2825.16852405,194225.090637207,2825.16852404907
2375,E01002488,Hillingdon 030B,Hillingdon,6.42947407903,3.92499739187,0,17.7690089426,2,3929.54841692,302116.444747925,3929.5484169224
2376,E01002489,Hillingdon 030C,Hillingdon,18.4497587258,18.8688400074,3.73728821183,25.1365858479,4,3287.78236728,269345.349098206,3287.78236728087
2377,E01002490,Hillingdon 030D,Hillingdon,8.28597803138,6.832809603,2.13989596504,21.2217363232,2,3534.34264759,335372.099021912,3534.34264759471
2378,E01002491,Hillingdon 032D,Hillingdon,4.35007167587,3.08917836855,0,16.3143300362,1b,2868.53626747,190914.177398682,2868.53626747098
2379,E01002492,Hillingdon 030E,Hounslow,3.7149734427,3.89769981914,0,8.35306387612,1b,2684.50388313,252689.908226013,2684.50388312511
2380,E01002493,Hillingdon 032E,Hillingdon,7.75188765596,7.12738023872,4.08333995324,18.3368307637,2,2309.59717306,176937.350105286,2309.59717306206
2381,E01002494,Hillingdon 009C,Hillingdon,1.31610015447,0,0,10.3205642823,1a,7601.14407785,2656588.37831116,7601.1440778515
2382,E01002495,Hillingdon 010E,Hillingdon,6.31266860384,6.93604844919,0,9.36041872539,2,5413.71124072,452685.739295959,5413.71124071592
2383,E01002496,Hillingdon 033A,Hillingdon,2.9280394851,3.36025271069,0,6.02931379577,1b,4305.79507488,587420.669174194,4305.79507488166
2384,E01002497,Hillingdon 033B,Hillingdon,6.80111457878,7.58836103039,1.894635735,9.98031469918,2,5769.64472379,672373.785858154,5769.64472378667
2385,E01002498,Hillingdon 033C,Hillingdon,5.83665801703,6.93808742307,0,9.12206587097,2,3867.07104456,395952.071182251,3867.07104455582
2386,E01002499,Hillingdon 033D,Hillingdon,1.89364151358,0,0,8.2598440789,1a,8997.55634567,2284543.64748383,8997.556345668
2387,E01002501,Hillingdon 026B,Hillingdon,6.43414989308,5.93299415191,4.46575448465,10.3486430429,2,2764.85584062,224247.784698486,2764.8558406217
2388,E01002502,Hillingdon 026C,Hillingdon,7.95460779783,7.85782691162,4.9178108155,11.5549902748,2,3800.46630941,190675.880775452,3800.46630940528
2389,E01002503,Hillingdon 027C,Hillingdon,9.77777253839,9.52544521767,4.17107590798,17.9885719739,2,3306.05576314,191937.509109497,3306.05576314411
2390,E01002505,Hillingdon 026D,Hillingdon,5.63508342327,5.00380645295,0,14.0605646194,2,5986.16278043,708512.732666016,5986.16278042964
2391,E01002506,Hillingdon 027E,Hillingdon,17.5846858283,18.5316718282,1.83477823479,25.2057822426,4,3515.86014932,284826.485710144,3515.86014931636
2392,E01002507,Hillingdon 027F,Hounslow,1.76059639522,0,0,18.7318095315,1a,6106.9818414,1097374.12516022,6106.98184140493
2393,E01002508,Hillingdon 026E,Hillingdon,10.7659421787,10.7267750253,6.73996460048,13.4092141048,3,3471.6490236,352628.672233582,3471.64902360076
2394,E01002509,Hillingdon 017D,Hillingdon,3.01055641097,3.08138993368,0,11.3546817986,1b,4567.84633247,454631.849121094,4567.84633247444
2395,E01002511,Hillingdon 017E,Hillingdon,5.79731801953,5.76270700972,3.36425438245,10.433949748,2,3257.82347782,244129.614997864,3257.82347781811
2396,E01002512,Hillingdon 013C,Hillingdon,4.79420632264,3.07226019312,0,23.7852665366,1b,5689.14636264,1188443.86044312,5689.14636264088
2397,E01002513,Hillingdon 013D,Hillingdon,6.75214833336,7.2957157527,0,13.7917132359,2,3771.09279033,567047.495201111,3771.09279032577
2398,E01002514,Hillingdon 015C,Hillingdon,18.8364116744,22.4239275855,1.59573781184,33.5445122434,4,3154.38282885,285086.123550415,3154.38282884924
2399,E01002516,Hillingdon 013E,Hillingdon,2.971045993,2.37462151907,0,10.4234355681,1b,5264.4308701,587365.859428406,5264.43087009811
2400,E01002518,Hillingdon 022C,Hillingdon,4.38315948255,4.33530466722,2.05731254715,6.16121731875,1b,2869.32164194,230382.699630737,2869.32164194243
2401,E01002519,Hillingdon 022D,Hillingdon,1.49544369777,2.09254500153,0,4.71930734558,1a,4225.37279106,636264.179763794,4225.37279106166
2402,E01002520,Hillingdon 016B,Hillingdon,2.27041432147,1.47497643303,0,14.5264328241,1a,5339.03500568,506023.880126953,5339.03500568156
2403,E01002521,Hillingdon 016C,Hillingdon,15.4638816722,17.5585598907,0,31.4243318769,4,5434.96114954,541842.314613342,5434.9611495397
2404,E01002523,Hillingdon 016D,Hillingdon,9.08538024148,5.96094947572,4.03220300486,21.7957494698,2,2592.02189482,168299.99822998,2592.02189481552
2405,E01002525,Hillingdon 029B,Hillingdon,5.13217756613,5.18080590635,2.13019407919,12.1191116204,2,4713.7464747,509859.40977478,4713.74647469925
2406,E01002526,Hillingdon 028C,Hillingdon,3.77173790132,3.53728286342,2.12876294259,6.78489692836,1b,3538.91280118,297939.746948242,3538.91280117664
2407,E01002527,Hillingdon 031D,Hillingdon,1.95829887662,2.18454895157,0,8.87893535074,1a,6008.54219122,875734.855545044,6008.54219121533
2408,E01002528,Hillingdon 028D,Hillingdon,3.13369346328,3.01033717537,0,5.25219333732,1b,2824.96689145,349817.154586792,2824.96689144689
2409,E01002529,Hillingdon 029C,Hillingdon,9.00663628634,9.56055383816,3.96344679941,13.5630813865,2,2742.63551245,256952.363685608,2742.63551245218
2410,E01002530,Hillingdon 029D,Hillingdon,3.72392181485,3.68705107768,2.46444068203,5.63952594695,1b,3073.46413247,268314.285522461,3073.46413247096
2411,E01002531,Hillingdon 029E,Hillingdon,5.28389064047,3.21816897992,0,12.2752279822,2,3281.65097753,341932.631835938,3281.65097752629
2412,E01002533,Hillingdon 005A,Hillingdon,0.649901966327,0,0,3.42632291443,1a,7587.73548673,1335842.89270782,7587.73548673244
2413,E01002534,Hillingdon 005B,Hillingdon,5.60722632268,4.38867181319,0.579045090052,14.2220783132,2,3606.01042603,409212.420005798,3606.01042602668
2414,E01002535,Hillingdon 007E,Hillingdon,14.6487415247,14.4988851386,8.65595867759,20.9651323382,3,4440.76548355,408294.207069397,4440.76548354736
2415,E01002536,Hillingdon 009D,Hillingdon,7.0297254519,7.10907386371,0,16.7905310748,2,4541.82647573,391309.930770874,4541.826475725
2416,E01002537,Hillingdon 009E,Hillingdon,8.81315285579,7.69796588948,3.49903241633,13.2814563485,2,3670.95505322,451834.209655762,3670.95505321517
2417,E01002538,Hillingdon 005C,Hillingdon,2.15778501466,2.6434085496,0,3.42548826026,1a,6088.52728314,1020443.12194061,6088.52728313658
2418,E01002539,Hillingdon 005D,Hillingdon,3.18317278553,2.97148632016,0.614340375856,9.72738436116,1b,3484.82104182,372219.172058105,3484.82104182248
2419,E01002540,Hillingdon 020C,Hillingdon,3.84893159803,3.38003931607,0,8.02311476705,1b,4484.38681517,226420.515739441,4484.38681517488
2420,E01002541,Hillingdon 023A,Hillingdon,3.34446881708,2.74520568871,1.96372405592,7.33940554453,1b,5100.12326839,381603.501190186,5100.12326839487
2421,E01002542,Hillingdon 020D,Hillingdon,6.55949875763,6.37139849271,5.00333975726,9.46110039612,2,2342.43597187,177172.451812744,2342.43597187105
2422,E01002543,Hillingdon 020E,Hillingdon,3.81236998434,4.14127279198,2.13851617144,5.72661357216,1b,3822.30711857,273589.503158569,3822.30711857498
2423,E01002544,Hillingdon 023B,Hillingdon,1.29255370656,1.82813925961,0,4.01800399967,1a,5033.27828925,619000.080421448,5033.2782892452
2424,E01002545,Hillingdon 023C,Hillingdon,2.08560916103,2.18882708692,0,6.19083699491,1a,3989.35572963,283417.778793335,3989.35572962516
2425,E01002546,Hillingdon 023D,Hillingdon,3.63778024213,4.1220094144,0,8.52297861082,1b,2161.15483351,191258.829147339,2161.15483350528
2426,E01002547,Hillingdon 023E,Hillingdon,4.85010477641,4.64329031083,0,8.48125949623,1b,2823.28109256,179672.209762573,2823.28109255579
2427,E01002548,Hillingdon 025A,Hillingdon,3.72310555554,3.89445029117,0,10.6166930412,1b,4921.14104796,1151752.72827911,4921.14104795797
2428,E01002549,Hillingdon 025B,Hillingdon,5.10275606373,4.97048286353,0,13.809900915,2,4052.46030433,603926.261604309,4052.46030433053
2429,E01002550,Hillingdon 022E,Hillingdon,3.88648332394,4.17468950688,0,6.49714962899,1b,2558.89289294,244642.803215027,2558.89289293776
2430,E01002551,Hillingdon 025C,Hillingdon,5.75719399571,4.996727663,2.57382935203,9.52008423848,2,3364.75530244,317748.420776367,3364.75530244318
2431,E01002552,Hillingdon 025D,Hillingdon,7.21031948448,6.90192386741,4.27976553063,10.7094529192,2,3441.47742251,260379.096626282,3441.47742250575
2432,E01002553,Hillingdon 025E,Hillingdon,5.08798556278,5.05660366382,4.0292623496,6.89572525201,2,2709.31981756,189450.294258118,2709.31981756453
2433,E01002555,Hounslow 022A,Hounslow,5.94483938159,4.75367293881,0,20.9054715773,2,4597.94378307,717085.396072388,4597.94378306858
2434,E01002556,Hounslow 022B,Hounslow,4.14544206085,4.01834564365,2.58048898461,5.63349856848,1b,2288.8462278,200489.312896729,2288.84622779609
2435,E01002557,Hounslow 023A,Hounslow,5.6779258141,5.9129822079,3.93067923394,7.49604039132,2,3785.71456009,337835.91620636,3785.71456009151
2436,E01002558,Hounslow 023B,Hounslow,5.66573731277,5.74384061566,3.85577469788,6.80949452501,2,2915.06000255,235062.938964844,2915.06000254597
2437,E01002559,Hounslow 023C,Hounslow,1.88177466926,1.80844488458,0,6.88973875845,1a,9090.15845979,2377851.51480865,9090.15845979183
2438,E01002560,Hounslow 023D,Hounslow,3.04882096469,3.29058777738,0,4.92844129228,1b,3580.788108,333359.814781189,3580.78810800289
2439,E01002561,Hounslow 023E,Hounslow,0.830888389063,0,0,3.49210160323,1a,2400.7085767,244246.156570435,2400.70857669867
2440,E01002562,Hounslow 030D,Hounslow,5.08056679011,2.57717772287,0,17.8757859521,2,5160.03713579,953106.372795105,5160.03713578865
2441,E01002563,Hounslow 006A,Hounslow,8.4370091568,10.3930285174,0,15.2651463868,2,4273.72106621,503952.963562012,4273.72106620631
2442,E01002564,Hounslow 031E,Hounslow,8.89333454051,8.48167948087,3.4637952823,14.6495535893,2,2877.88061518,239948.103431702,2877.88061518458
2443,E01002565,Hounslow 006B,Hounslow,8.82242888874,9.39309753165,0,14.2119037482,2,4777.54215492,451360.731048584,4777.54215491971
2444,E01002567,Hounslow 006C,Hounslow,13.4170372098,13.885696746,9.73984824072,15.4518103096,3,2207.19335525,218791.461509705,2207.19335525265
2445,E01002569,Hounslow 001A,Hounslow,6.91240858502,4.35774476385,2.8685262912,15.4227185396,2,3723.57918823,206190.984474182,3723.57918823184
2446,E01002570,Hounslow 001B,Hounslow,16.9434968616,17.684148259,11.8806809805,20.9341504715,4,2661.33498178,144946.190261841,2661.33498177956
2447,E01002571,Hounslow 007A,Richmond upon Thames,4.5403751093,4.6122015901,2.5023141238,6.551790636,1b,4073.6485155,302731.461837769,4073.6485155038
2448,E01002572,Hounslow 007B,Richmond upon Thames,4.02772823571,4.49455677091,0,8.97722707176,1b,4227.67869226,1028747.25963593,4227.67869225612
2449,E01002573,Hounslow 001C,Hounslow,14.6918683167,13.0246193922,9.55938244412,21.9666113021,3,2676.26183579,183556.160186768,2676.2618357867
2450,E01002574,Hounslow 001D,Hounslow,16.7852227949,16.8751481167,13.726275135,20.1128167737,4,2597.89780472,162635.99533844,2597.897804716
2451,E01002575,Hounslow 001E,Hounslow,11.9108844668,12.4954836931,2.84896029728,17.2827369375,3,3360.08473912,226938.114219666,3360.0847391151
2452,E01002576,Hounslow 008A,Hounslow,6.7583687086,6.42489118032,3.16505527946,9.56759840461,2,3365.77128775,186274.374168396,3365.77128774812
2453,E01002577,Hounslow 007C,Hounslow,5.17631649224,5.64411705504,0,9.83102658916,2,3491.92534164,355402.307846069,3491.92534164365
2454,E01002578,Hounslow 007D,Hounslow,7.1916052504,7.23338368276,4.26175305918,9.40309631305,2,3150.15795486,505090.73135376,3150.15795485981
2455,E01002579,Hounslow 008B,Hounslow,4.38399087765,4.07818834266,1.78987453962,6.51654973884,1b,3421.25125009,490013.997093201,3421.25125008852
2456,E01002580,Hounslow 008C,Hounslow,13.6467582495,14.448081073,8.78880359285,17.4836448571,3,1792.94971363,118155.629653931,1792.94971362907
2457,E01002581,Hounslow 008D,Hounslow,10.1938181032,11.3347402589,2.01120583087,15.4838534165,3,3348.61459462,242020.088127136,3348.61459461909
2458,E01002582,Hounslow 008E,Hounslow,5.16975615322,4.63968982334,0,13.7212909811,2,2628.41383267,183532.246421814,2628.41383266971
2459,E01002583,Hounslow 013A,Hounslow,5.69715866644,7.11175432612,0,10.2092916539,2,5163.06477174,404041.399162292,5163.06477174135
2460,E01002584,Hounslow 013B,Hounslow,8.07145866919,8.08323538092,0,11.1845462773,2,2766.36781483,328101.467582703,2766.36781482957
2461,E01002585,Hounslow 013C,Hounslow,7.04272468693,6.77824630635,5.30819880453,9.39059334223,2,3321.62368933,207639.695579529,3321.62368932587
2462,E01002586,Hounslow 013D,Hounslow,2.40620615806,2.28343444156,0,7.66943342874,1a,3700.12030038,428431.461990356,3700.12030038417
2463,E01002587,Hounslow 016A,Hounslow,9.23471660426,9.44537870817,2.66063874905,13.7290820631,2,2989.59283713,225014.981040955,2989.59283712617
2464,E01002588,Hounslow 016B,Hounslow,3.43137189316,3.37635895213,2.05057501656,4.49150823895,1b,2340.09380251,142008.712097168,2340.09380251135
2465,E01002589,Hounslow 013E,Hounslow,3.21292645695,2.38760719548,0,11.5695659602,1b,5387.5054404,987391.943138123,5387.50544039859
2466,E01002590,Hounslow 022C,Hounslow,5.24083335926,4.32405938757,2.10981481964,14.5778538872,2,3131.04912844,352736.732147217,3131.04912843737
2467,E01002591,Hounslow 024A,Hounslow,2.93231891803,2.30242513969,0,7.94107248962,1b,2951.67013189,325538.104354858,2951.67013189331
2468,E01002592,Hounslow 022D,Hounslow,7.21153541802,5.83939861877,0,23.3926478626,2,6806.09662975,1723599.2645874,6806.09662975235
2469,E01002593,Hounslow 024B,Hounslow,12.2365121319,12.9605906763,5.31220588108,18.0768271677,3,4620.77601877,444539.02406311,4620.77601876877
2470,E01002594,Hounslow 024C,Hounslow,8.66689262645,8.89742594644,2.1438485739,16.853377413,2,3668.14895982,267547.029449463,3668.14895982403
2471,E01002595,Hounslow 022E,Hounslow,6.69088236465,6.88969816657,3.12547877974,12.8228769579,2,3302.15880425,270703.275009155,3302.15880425022
2472,E01002596,Hounslow 027A,Hounslow,2.27257603564,2.0961949782,0,5.26006902607,1a,3816.61360663,461329.822509766,3816.61360662941
2473,E01002598,Hounslow 025B,Hounslow,8.7033116496,8.15423823024,5.22255652677,14.953757759,2,4347.00967991,224488.547523499,4347.00967991368
2474,E01002599,Hounslow 025C,Hounslow,6.13620530313,6.12769969728,1.84465315698,8.93702491479,2,2766.29411748,182532.353096008,2766.29411748493
2475,E01002600,Hounslow 025D,Hounslow,4.0793524132,4.40366173556,1.9289890315,5.56248743596,1b,2437.88317132,158915.281089783,2437.88317132009
2476,E01002601,Hounslow 027B,Hounslow,1.38152715305,1.61536437868,0,6.30038296767,1a,6039.83010761,1565991.58718872,6039.83010760638
2477,E01002602,Hounslow 027C,Hounslow,2.93635137598,3.07379426793,0,5.13103344942,1b,2126.55056627,209579.286750793,2126.5505662718
2478,E01002603,Hounslow 025E,Hounslow,4.41202216221,3.09993505843,2.26286889976,10.1026317102,1b,2772.26787149,222731.087669373,2772.267871488
2479,E01002604,Hounslow 026A,Richmond upon Thames,4.16472630148,4.50876777593,0,6.75653718663,1b,3498.506077,300331.012557983,3498.50607699533
2480,E01002605,Hounslow 026B,Richmond upon Thames,5.33332441411,5.74614959327,2.04757624325,7.40567660258,2,3031.00902789,328193.89894104,3031.00902788725
2481,E01002606,Hounslow 026C,Hounslow,5.72353060726,5.45155693584,3.5325610304,7.96623808862,2,2738.96288897,207975.633026123,2738.96288897131
2482,E01002607,Hounslow 026D,Richmond upon Thames,6.10554460781,6.39127375381,2.20687997747,8.91226067366,2,3927.8916598,343835.821907043,3927.89165979892
2483,E01002608,Hounslow 028A,Richmond upon Thames,6.22889600898,6.28649057429,3.56385176421,8.54251063984,2,5262.7081448,344513.942276001,5262.70814480115
2484,E01002609,Hounslow 028B,Richmond upon Thames,6.38554416728,6.67818976628,3.54850226814,8.35873964494,2,2902.15490696,212448.105934143,2902.15490696426
2485,E01002610,Hounslow 028C,Richmond upon Thames,2.08608585171,1.97414424479,0,7.46011489092,1a,7751.87001602,1513888.76676178,7751.87001602327
2486,E01002611,Hounslow 024D,Richmond upon Thames,3.85570815606,3.38609959983,0,13.3228940023,1b,5818.31788811,861160.49055481,5818.31788810838
2487,E01002612,Hounslow 024E,Hounslow,13.3634881617,13.4705155835,7.78256653689,18.4055471309,3,3035.12375838,332281.627052307,3035.12375838132
2488,E01002613,Hounslow 024F,Hounslow,5.90850318496,6.16412773905,3.20420018435,7.82657915075,2,2306.37802058,223608.047363281,2306.37802058105
2489,E01002614,Hounslow 027D,Hounslow,4.95095080286,4.01709730331,0,16.2096819066,1b,5313.27814811,595870.749710083,5313.27814811457
2490,E01002615,Hounslow 026E,Hounslow,3.99162352153,3.57528956879,0,8.31786793767,1b,6249.23321907,949736.455917358,6249.2332190732
2491,E01002616,Hounslow 027E,Hounslow,5.23889962215,5.31075611756,3.44678857028,6.87213906417,2,2512.28858301,227302.086242676,2512.28858300532
2492,E01002617,Hounslow 028D,Hounslow,2.71948673019,2.88481162534,0,4.68462103664,1b,3048.67209558,451221.426040649,3048.67209557685
2493,E01002618,Hounslow 011A,Hounslow,5.52279443666,5.33186215638,1.69326740955,12.9404361129,2,3630.24739619,230523.839271545,3630.24739618625
2494,E01002619,Hounslow 010A,Hounslow,5.74625965511,5.61706810241,3.36616397033,11.7684375351,2,2687.01623576,237452.704627991,2687.01623575551
2495,E01002620,Hounslow 004A,Hounslow,6.14534170855,5.83378741088,3.83595503086,8.95330023735,2,3687.06507917,303906.204742432,3687.0650791659
2496,E01002621,Hounslow 011B,Hounslow,4.34050442059,3.64293448696,1.86158904349,9.91584211159,1b,3791.56055594,283902.226715088,3791.56055593916
2497,E01002622,Hounslow 010B,Hounslow,12.5922042579,13.7794025505,1.93176461369,18.037256463,3,3161.29954104,205477.62625885,3161.29954103621
2498,E01002623,Hounslow 011C,Hounslow,12.2848711697,10.98214604,5.60748462594,19.5034574856,3,3281.42518581,200815.845832825,3281.42518581179
2499,E01002624,Hounslow 017A,Hounslow,15.393793185,16.4926826078,7.12445518414,21.4844237437,4,2518.28700414,222580.376564026,2518.28700413723
