FID,LSOA21CD,LSOA21NM,borough,mean_AI,MEDIAN_AI,MIN_AI,MAX_AI,MEAN_PTAL_,Shape_Leng,Shape__Area,Shape__Length
444,E01000460,Bexley 022E,Bexley,3.61319194993,3.24688027452,0,13.459904916,1b,4168.00182898,516050.395515442,4168.00182898251
445,E01000461,Bexley 024E,Bexley,5.58833571314,5.49368562916,0,12.986127919,2,3893.62657212,541198.201828003,3893.62657212273
446,E01000462,Bexley 026E,Bexley,12.1335436206,13.1741230316,3.47616857597,17.5823283264,3,5470.56880473,462967.432769775,5470.56880473348
447,E01000463,Bexley 025E,Bexley,4.5410089412,3.78024437463,0,9.77987856148,1b,2626.64132846,235921.042152405,2626.64132846016
448,E01000464,Bexley 002D,Bexley,8.70577510219,5.2004678291,2.73179767494,13.9490188605,2,1996.31820336,145363.432121277,1996.31820336341
449,E01000465,Bexley 002E,Bexley,5.52326137652,5.3612156404,2.95822644601,8.49688246234,2,3283.12036657,268259.906188965,3283.12036657472
450,E01000466,Bexley 001A,Bexley,1.77408793268,0,0,12.8961879116,1a,8844.38150041,2563646.16144562,8844.38150040977
451,E01000467,Bexley 001B,Bexley,7.70622269837,7.4528534263,5.85945460315,10.4992661313,2,3149.08859258,288239.017272949,3149.08859258282
452,E01000468,Bexley 001C,Bexley,3.62832876093,5.22588841639,0,8.98574305521,1b,4912.73076002,830632.356613159,4912.73076002228
453,E01000469,Bexley 001D,Bexley,7.59271549992,7.89666203261,0,12.4218924816,2,3305.18411072,379582.956283569,3305.18411071524
454,E01000470,Bexley 002F,Bexley,8.36443620304,7.04576826842,0,25.7063830531,2,3500.69582866,361058.303344727,3500.69582866306
455,E01000471,Brent 026A,Ealing,3.82400906486,3.15300406581,0,8.52350964074,1b,1858.77068095,139033.027122498,1858.7706809531
456,E01000472,Brent 029A,Ealing,9.5842016095,9.76716877342,0,22.1005864918,2,3503.47335006,432847.246391296,3503.47335005884
457,E01000473,Brent 029B,Brent,14.6296291579,14.7821847999,10.7183256091,18.9443070494,3,3775.52765556,173634.719474792,3775.52765556006
458,E01000474,Brent 026B,Brent,7.57511803596,10.2862597565,0,12.9686780657,2,3091.45316026,196455.352882385,3091.45316026014
459,E01000475,Brent 029C,Ealing,11.7015153143,12.7691302167,3.67651471286,18.8169943609,3,4062.55072797,312195.150352478,4062.55072797234
460,E01000476,Brent 026C,Brent,6.64884629178,7.38239810317,2.8123697207,11.7913805495,2,3276.91551088,227160.811035156,3276.91551087858
461,E01000477,Brent 026D,Ealing,5.98302427341,3.72267566301,0,14.2653575242,2,4027.1880656,385049.889289856,4027.18806559544
462,E01000478,Brent 029D,Brent,12.2078792577,11.7349899993,6.97027948405,17.3474790271,3,3292.44444609,192076.139778137,3292.44444608892
463,E01000479,Brent 009A,Brent,10.8499346484,8.16370693588,2.23033017626,23.8275560179,3,3286.69046484,314196.773384094,3286.6904648394
464,E01000480,Brent 006A,Brent,13.2139252206,15.6461529122,0,26.7328314913,3,3393.78216814,297875.904563904,3393.78216813646
465,E01000481,Brent 009B,Brent,15.488873547,21.013716699,0,28.1257565619,4,4878.33350723,254448.940139771,4878.33350723179
466,E01000483,Brent 009D,Brent,7.67967491034,7.77732888768,0,17.307423532,2,2392.02458929,225646.418464661,2392.02458929421
467,E01000484,Brent 006B,Brent,5.57593381366,3.60175812812,1.95462361937,13.6634847274,2,3471.01346419,311630.514266968,3471.01346419361
468,E01000485,Brent 006C,Brent,7.37546064229,7.41092823991,3.92726072954,11.8631755122,2,2871.2741121,177669.93585968,2871.27411210088
469,E01000486,Brent 006D,Brent,2.6396369311,0,0,13.5918593785,1b,5692.53941298,744417.233352661,5692.5394129824
470,E01000487,Brent 006E,Brent,11.1064487642,11.165791477,3.12695652825,16.8265834907,3,5405.5328668,307016.170585632,5405.53286680158
471,E01000488,Brent 022A,Brent,12.0723807888,11.0447897705,6.20185839166,20.2321487653,3,2657.33705808,162486.92993927,2657.33705808343
472,E01000489,Brent 030A,Brent,10.2693329721,9.70124214657,0,16.9616809967,3,4035.39398464,319502.155273438,4035.39398464013
473,E01000490,Brent 023A,Camden,18.9396856528,18.979455134,13.4724363044,27.8664662022,4,2518.50106688,132051.086517334,2518.50106688317
474,E01000491,Brent 030B,Brent,7.93563706763,7.11648917261,0,16.0274895513,2,3900.74660419,371852.31477356,3900.74660418925
475,E01000492,Brent 030C,Brent,9.35686093087,9.75041616203,4.27299122904,13.4365424662,2,2677.3743811,158191.802688599,2677.37438110239
476,E01000493,Brent 030D,Brent,10.6213231014,11.3817873714,2.42117418083,14.6750187288,3,2463.13747615,187146.980018616,2463.13747614591
477,E01000494,Brent 023B,Brent,12.713165906,13.0227298628,7.44384907687,17.5845440914,3,2773.70329259,219192.012748718,2773.70329259202
478,E01000495,Brent 023C,Camden,16.4449516475,16.0748232148,12.2749172478,26.8365774031,4,3140.01621587,171933.141624451,3140.01621587048
479,E01000497,Brent 011A,Brent,11.2615615274,11.4606945214,6.84853807449,14.8197993229,3,3234.14106441,301891.14302063,3234.14106441282
480,E01000498,Brent 010B,Brent,4.83560377928,6.00090738259,0,8.67668522026,1b,3263.60349648,284622.057067871,3263.60349647603
481,E01000499,Brent 011B,Brent,9.09222918196,9.29067673976,2.09043188083,15.1159194511,2,5444.9576858,527783.010757446,5444.95768579504
482,E01000501,Brent 011C,Brent,8.0665460863,6.8172318883,4.90535828198,13.4432801991,2,3093.03788122,160461.551345825,3093.03788121701
483,E01000502,Brent 011D,Brent,5.93990870022,6.50138789376,2.33876843605,10.5450555714,2,3424.61260618,376444.186668396,3424.61260617973
484,E01000503,Brent 011E,Brent,5.01319601841,4.95006849942,0,12.5108426761,2,3369.81279997,405360.427215576,3369.81279996576
485,E01000504,Brent 018A,Brent,10.211856419,10.8782015602,7.14394189129,15.7862149145,3,2596.32607323,145015.521896362,2596.32607323285
486,E01000505,Brent 018B,Brent,7.00617958384,7.32782935487,2.56801734706,10.8410993736,2,2006.57564869,156508.355377197,2006.57564868817
487,E01000506,Brent 014A,Brent,13.99232987,13.1369203272,7.27123381395,22.7197834415,3,3236.86163912,293840.838005066,3236.86163912115
488,E01000507,Brent 018C,Brent,8.26369362596,7.8867863428,2.42269697809,13.0137355656,2,2835.43996191,231229.724388123,2835.43996190732
489,E01000508,Brent 025A,Brent,10.6506386865,10.4254771691,4.89636253608,18.703867496,3,2128.5889455,228834.312133789,2128.58894550173
490,E01000509,Brent 014B,Brent,8.78492696672,7.79844479483,4.94225314613,14.8512341851,2,1853.75006735,129681.314689636,1853.75006734573
491,E01000510,Brent 014C,Brent,14.3845453532,14.0755791138,9.07454426348,19.024179425,3,2883.14557778,175994.093238831,2883.14557778075
492,E01000511,Brent 014D,Brent,15.3315077223,16.2546925795,8.04248602291,19.1422847324,4,2995.00353613,168308.801078796,2995.00353612563
493,E01000512,Brent 018D,Brent,11.705787477,10.8849439776,8.2449021955,19.7881446604,3,2672.96339348,152177.27570343,2672.96339348407
494,E01000513,Brent 002A,Brent,8.21787701411,7.83018897986,6.02150162405,11.8785705347,2,2291.22008898,167972.570098877,2291.22008897806
495,E01000514,Brent 002B,Brent,8.34707305822,8.50653840892,5.91491567323,9.69457149788,2,2517.73978054,156836.840385437,2517.73978053555
496,E01000515,Brent 003A,Brent,10.0775431268,10.8595690917,0,15.0198604656,3,3385.84765138,382164.480453491,3385.84765138461
497,E01000516,Brent 002C,Brent,8.63648146628,7.86044287577,5.56542480099,14.3280110036,2,3058.18405325,246008.777069092,3058.18405325238
498,E01000517,Brent 003B,Brent,8.95007208549,9.6111354825,2.96407568844,17.5853221505,2,2384.22748863,229464.171401978,2384.22748862932
499,E01000518,Brent 005A,Brent,6.23490314719,6.32481878017,0,13.1656432275,2,5825.25355438,500236.733833313,5825.2535543765
500,E01000519,Brent 005B,Brent,2.40662090052,2.20491818676,0,8.80834448824,1a,5047.3932413,732980.249404907,5047.39324130338
501,E01000520,Brent 002D,Brent,8.13298246702,8.68864550391,0,11.1048119664,2,2532.37725191,242686.620758057,2532.3772519136
502,E01000521,Brent 025B,Brent,17.1483357735,18.2041940134,10.6060343986,20.4359498391,4,2559.39548188,141005.729507446,2559.39548188342
503,E01000522,Brent 025C,Brent,2.29823281285,3.00998068203,0,4.73935972919,1a,1759.13342182,143898.196357727,1759.13342181974
504,E01000523,Brent 031A,Brent,11.4453453189,9.90169058192,5.48798364566,19.5817894476,3,2009.40850494,140014.123313904,2009.40850493645
505,E01000524,Brent 031B,Brent,20.4801859507,20.183633482,17.3328730934,25.065852412,5,3041.80139229,157521.646514893,3041.80139229032
506,E01000525,Brent 031C,Ealing,20.3210464626,20.0669758948,17.2731252946,24.6977587309,5,2848.14051795,156118.362792969,2848.14051794521
507,E01000526,Brent 025D,Brent,7.21424886686,6.57665826626,3.682446224,10.9140506032,2,2224.27135218,138727.187652588,2224.27135217736
508,E01000527,Brent 025E,Brent,5.31578781499,5.17643561493,3.21599868984,9.97862175755,2,2773.64217186,126379.806144714,2773.64217186209
509,E01000528,Brent 025F,Brent,7.38572528934,6.97873763397,4.20271927959,13.4099648931,2,2720.22139627,111161.682388306,2720.22139627227
510,E01000530,Brent 033A,Brent,7.76150491206,7.95910236284,2.24706097642,13.6017957136,2,2608.52127197,175801.239723206,2608.52127196864
511,E01000531,Brent 033B,Kensington & Chelsea,11.5150376089,11.3975000837,9.52975097871,14.4427725251,3,2086.73251713,107562.6145401,2086.73251713454
512,E01000532,Brent 033C,Kensington & Chelsea,14.2663645079,13.5445324374,11.418680921,20.784775719,3,1907.73621688,102702.509757996,1907.73621688417
513,E01000533,Brent 031E,Brent,12.1889649701,12.2958139482,4.88564098618,25.3234711203,3,2914.74360868,186770.42540741,2914.74360868479
514,E01000534,Brent 033D,Brent,6.45065426001,5.25911719475,2.61199846649,13.8265617279,2,2872.2164973,153564.304237366,2872.2164973032
515,E01000535,Brent 031F,Hammersmith & Fulham,16.2726696586,16.0095362837,12.0270090876,24.9361606695,4,3149.84522243,188046.541015625,3149.8452224288
516,E01000536,Brent 004A,Brent,13.241860705,13.1741709635,1.718481009,25.3758417765,3,3520.86831052,334215.836677551,3520.86831052045
517,E01000538,Brent 004B,Brent,2.78937143894,1.76878143029,0,9.98369680979,1b,4167.95971776,398598.094413757,4167.95971775995
518,E01000539,Brent 004C,Brent,8.81326693778,9.73975459899,0,13.0594154407,2,4117.9069638,284369.703285217,4117.90696380042
519,E01000540,Brent 004D,Brent,7.81233745178,7.40196416409,1.60762969012,20.9247292482,2,3994.35317269,375563.736167908,3994.35317269119
520,E01000541,Brent 004E,Brent,9.94766379213,10.9394222623,4.42267371393,17.4490105188,2,2685.03799481,242754.949417114,2685.03799481002
521,E01000543,Brent 003E,Brent,11.3743909364,12.3381672412,3.70355834411,18.8113298461,3,3682.23277221,196259.386253357,3682.23277220794
522,E01000544,Brent 034A,Westminster,18.5521323399,17.5309362154,17.057154382,22.0706458242,4,2005.94956387,71980.6689147949,2005.94956386921
523,E01000545,Brent 028A,Camden,20.6285626228,19.6128398382,17.9808347803,24.1874606512,5,1926.43821672,115834.407234192,1926.43821672011
524,E01000546,Brent 028B,Brent,17.3670267296,17.1348352653,13.7193825067,21.4453808485,4,1703.88737062,95024.3701095581,1703.8873706178
525,E01000547,Brent 028C,Brent,18.1781743526,18.9618159048,12.9852271749,21.5079566732,4,1613.05731023,75726.7950363159,1613.05731023312
526,E01000548,Brent 028D,Camden,23.6293310755,22.4702737877,18.5912652488,31.7312333996,5,2138.31173349,108615.86946106,2138.31173348731
527,E01000549,Brent 028E,Brent,17.2832152652,17.330202649,14.4488831624,20.2235943937,4,1799.54643237,110956.662208557,1799.54643236893
528,E01000550,Brent 034B,Westminster,23.977847519,23.8601476393,16.9870406557,30.0835821472,5,2250.34078146,142291.579078674,2250.34078145682
529,E01000551,Brent 034C,Westminster,20.5840741649,20.2761458672,17.9537827602,22.9691458657,5,2036.93074546,136587.746543884,2036.93074545809
530,E01000552,Brent 034D,Westminster,20.8063520822,20.6062212504,17.5465860295,23.5599402641,5,1576.63729723,86972.858215332,1576.63729722602
531,E01000553,Brent 015A,Brent,14.815132813,14.7590636554,10.1942426771,20.3930566827,3,2016.12124851,142233.758209229,2016.12124850797
532,E01000554,Brent 015B,Brent,5.47994928055,4.92806090223,0,12.9807154557,2,2797.92751694,216650.432426453,2797.92751693557
533,E01000555,Brent 015C,Brent,6.64503612477,5.78525497506,2.53360764166,18.2943161752,2,2497.6128652,206891.776405334,2497.61286520097
534,E01000556,Brent 015D,Camden,21.6347657761,21.6009973808,17.5313523822,25.0173626609,5,1792.8494813,97832.8752288818,1792.84948129834
535,E01000557,Brent 015E,Brent,20.0247323013,20.382241884,13.6843899251,23.8148700395,5,2275.63036387,117260.787757874,2275.63036386963
536,E01000558,Brent 015F,Camden,16.5230823181,16.3317597702,9.67435886194,21.9874664824,4,2373.21800787,173783.674568176,2373.21800786694
537,E01000559,Brent 018E,Brent,14.2491826243,13.618015947,11.5433792589,18.6052486409,3,1803.38730151,114200.918678284,1803.38730151474
538,E01000560,Brent 023D,Brent,13.4281413104,13.4148869555,5.61223969905,18.9064672116,3,2419.71362471,207495.47681427,2419.71362471031
539,E01000561,Brent 023E,Camden,20.8445600302,19.7109094577,15.7270469816,35.2585334408,5,1641.59348826,118110.691108704,1641.59348825509
540,E01000562,Brent 008A,Brent,3.96488304365,3.89721858526,0,10.1895117867,1b,3512.97741028,312333.860244751,3512.97741028323
541,E01000563,Brent 008B,Brent,5.47441273797,5.27042410038,3.14334142929,9.41101043554,2,5019.31298194,375103.85218811,5019.312981941
542,E01000564,Brent 013A,Brent,7.82242589002,8.44489369155,3.26365541154,9.98826753456,2,3563.2747436,202703.252365112,3563.27474359603
543,E01000565,Brent 013B,Brent,6.57365774996,6.1119330846,4.87093643673,8.95964654782,2,3112.21750932,185654.720993042,3112.2175093242
544,E01000566,Brent 008C,Brent,6.37303126916,6.78931751898,3.04932761488,8.94291815114,2,3023.56194654,208878.165000916,3023.56194653854
545,E01000567,Brent 016A,Brent,5.13086245416,5.3684236651,2.33937265622,8.66227046469,2,2229.53321042,206087.917884827,2229.53321041707
546,E01000568,Brent 008D,Brent,16.9300877698,17.4654262558,1.74690518544,27.9424155466,4,3551.55780327,805360.943489075,3551.55780326786
547,E01000569,Brent 008E,Brent,6.84909131228,7.01609218052,3.32201700536,10.3798650604,2,2740.16772182,376869.335731506,2740.1677218201
548,E01000570,Brent 012A,Brent,9.43646545162,8.83730262966,7.45246035138,11.603482299,2,1971.53615424,133382.581436157,1971.53615423874
549,E01000571,Brent 012B,Brent,11.7321897401,10.7411957416,6.47969129792,21.154294035,3,3052.97697228,351770.931480408,3052.97697227976
550,E01000572,Brent 007A,Brent,6.66567408177,6.37960098653,1.85421712529,10.4608301132,2,2216.91766582,215290.432472229,2216.91766581611
551,E01000573,Brent 007B,Brent,12.172102284,12.3323591417,10.2349693678,14.6901980636,3,2667.34037925,235596.979179382,2667.34037925371
552,E01000574,Brent 007C,Brent,9.73391758912,10.3402828042,5.92615718781,13.7310448585,2,2378.22337552,220388.051246643,2378.22337552102
553,E01000575,Brent 007D,Brent,12.5478244503,12.6042975357,9.02989666283,15.0497080803,3,4132.67460654,269865.132949829,4132.67460654265
554,E01000576,Brent 012C,Brent,11.7516025442,11.7310618327,5.9474517074,20.8064575387,3,4170.29154587,292739.830848694,4170.29154586838
555,E01000577,Brent 007E,Brent,9.21097914023,9.06136247859,5.44682211976,13.8817135159,2,3163.47451103,346001.274330139,3163.47451102583
556,E01000578,Brent 012D,Brent,21.8165562493,23.5609968028,6.42579217255,36.0767039323,5,3488.03815099,329995.089164734,3488.03815098526
557,E01000579,Brent 032A,Westminster,20.1065317265,20.6291855009,13.3563119774,26.1315186087,5,2019.77037995,112793.114601135,2019.7703799482
558,E01000580,Brent 032B,Brent,12.2934146471,12.4271644097,2.32744360711,19.3376458572,3,2930.46259025,445456.704101562,2930.46259024982
559,E01000581,Brent 030E,Brent,12.3612669808,12.3175292828,8.86298609894,16.7949388151,3,2239.74914223,165957.686531067,2239.74914222665
560,E01000582,Brent 032C,Westminster,14.9316391378,16.0849498355,6.01685243831,18.8690168835,3,2926.13148451,193457.559951782,2926.13148451206
561,E01000583,Brent 032D,Westminster,19.7524680909,19.3283976839,15.9772100554,26.82523999,4,2629.02588718,195274.235214233,2629.02588717961
562,E01000584,Brent 033E,Brent,15.7656411329,15.1725939294,13.3790911311,21.1009400852,4,1569.61485687,125765.108764648,1569.61485687214
563,E01000585,Brent 033F,Brent,17.4785435226,17.2677701619,15.3636151159,18.9930012196,4,1544.06266533,100416.47946167,1544.06266533419
564,E01000586,Brent 032E,Westminster,21.7986276387,21.9383550259,14.2188609966,28.2912251868,5,4038.2362768,149488.332084656,4038.2362767983
565,E01000587,Brent 001A,Brent,6.03734356209,4.74122638603,2.00186957712,15.4715945649,2,3492.02022589,197966.941726685,3492.02022588552
566,E01000589,Brent 001B,Brent,8.76558094067,8.69672739888,1.94478362651,14.2304728169,2,3993.66143274,290811.319892883,3993.66143274269
567,E01000590,Brent 001C,Brent,5.83700087407,5.56725937299,2.38694511941,10.3208671374,2,3553.40596509,267052.336669922,3553.40596508743
568,E01000591,Brent 003F,Brent,12.3914030833,12.3421575327,2.68540038184,23.4815617269,3,4009.38922446,322521.420860291,4009.38922446203
569,E01000592,Brent 001D,Brent,13.0513238239,14.8048100555,3.53852672703,18.4910368237,3,2228.91492036,198005.46232605,2228.91492036457
570,E01000593,Brent 001E,Brent,7.00564412799,6.45223043645,2.94313555067,15.0007521573,2,2178.15791149,180745.873893738,2178.1579114884
571,E01000594,Brent 001F,Brent,11.0661533835,10.7466683397,5.4742144118,17.2065534484,3,2607.4100449,242848.945777893,2607.41004490356
572,E01000595,Brent 027A,Brent,8.09139731892,6.59753275111,3.44245488022,16.3383398917,2,2484.76136197,192067.188713074,2484.76136197491
573,E01000596,Brent 021A,Brent,6.8649376104,6.17556816299,4.31414259462,12.1970678213,2,3668.61730801,189731.185249329,3668.61730800757
574,E01000599,Brent 027D,Brent,15.7020858341,16.0292925602,11.5740164797,18.0052140345,4,1711.46775726,87469.3690414429,1711.4677572619
575,E01000601,Brent 021B,Brent,9.22471911723,8.91663407651,0,16.4561509879,2,5130.34473826,696405.108596802,5130.34473826368
576,E01000602,Brent 021C,Brent,8.64620839967,9.01451310752,3.37128422467,11.106457264,2,2393.46732398,134066.955284119,2393.46732398428
577,E01000603,Brent 021D,Brent,9.0963596285,8.61303781127,4.38289129034,14.2829351761,2,1488.67930582,122743.948554993,1488.67930581674
578,E01000604,Brent 021E,Brent,9.978173741,9.84613142493,5.00629855885,13.6942977449,2,2823.04333672,168965.872383118,2823.04333672197
579,E01000605,Brent 021F,Brent,11.8660170614,12.3842672926,4.10373011644,18.3194660472,3,2793.24632312,171537.136787415,2793.24632311768
580,E01000606,Brent 016B,Ealing,7.46692686883,8.97158191357,2.20166849418,13.8471193836,2,2418.65510887,235651.342590332,2418.6551088695
581,E01000607,Brent 013C,Brent,6.08494182673,4.89600137828,0,15.8110896535,2,2292.71899184,196189.253417969,2292.71899184417
582,E01000608,Brent 013D,Brent,8.6798724259,7.24311695331,0,21.8519074989,2,4975.87573455,567658.184669495,4975.87573455481
583,E01000609,Brent 016C,Ealing,6.91004084604,7.27692518624,2.41384941279,12.9098831809,2,3256.74917801,248211.188018799,3256.74917801159
584,E01000610,Brent 019A,Brent,10.6919112731,12.0678125684,0,25.6782877599,3,3727.79134034,285797.706672668,3727.79134033864
585,E01000611,Brent 016D,Brent,15.4571455134,15.5797022866,9.09498807877,19.2986729084,4,1658.48101834,123029.429351807,1658.48101833966
586,E01000612,Brent 019B,Brent,16.7725635664,16.968440474,6.65977330684,25.1076584605,4,2512.24256917,255900.076156616,2512.24256916803
587,E01000613,Brent 013E,Brent,6.95518749511,7.61030892573,0,11.2821442192,2,2610.48336176,217581.20753479,2610.48336176115
588,E01000615,Brent 036A,Brent,12.4151161577,7.06372404928,0,34.9980448359,3,4564.17602036,665057.913085938,4564.1760203629
589,E01000616,Brent 020A,Brent,19.5612404759,19.2806534987,13.2240545062,25.4276257746,4,1901.73036518,170629.294006348,1901.73036517855
590,E01000617,Brent 036B,Brent,10.4629727906,9.87274737624,5.41269830659,22.2010505322,3,2526.10652532,270867.233833313,2526.10652531555
591,E01000618,Brent 036D,Brent,7.62017970374,6.09891058106,2.02739285252,13.9198206014,2,3197.85038381,182478.356765747,3197.85038380753
592,E01000619,Brent 036C,Brent,3.93454906367,2.69707847351,0,10.9932025063,1b,2290.02644834,213215.912940979,2290.02644833559
593,E01000620,Brent 020B,Brent,8.81934608121,9.38919791177,0,18.5387733435,2,3678.23125101,438984.034965515,3678.23125100888
594,E01000621,Brent 020C,Brent,13.8497835325,14.0806823754,8.95718533674,20.4348130341,3,3012.60856072,213575.604789734,3012.60856071734
595,E01000622,Brent 010D,Brent,3.17479779068,2.37664772134,0,10.8858863012,1b,5070.7917181,626080.465293884,5070.79171809503
596,E01000623,Brent 005C,Brent,4.75080314087,4.81144453619,3.58557155955,5.84363890482,1b,2946.26828336,191288.206993103,2946.26828336025
597,E01000624,Brent 005D,Brent,1.81068535985,0,0,5.54140274708,1a,3769.36891557,263652.883270264,3769.36891557006
598,E01000625,Brent 009E,Brent,8.57613466398,8.97645598041,4.39742695281,12.2886346736,2,3545.90020242,267685.513366699,3545.90020242313
599,E01000626,Brent 010E,Brent,6.86919617244,6.99211945042,0,14.991502092,2,3104.51282935,207371.298851013,3104.51282935034
600,E01000627,Brent 014E,Brent,12.4766960134,12.0975748323,7.44855882357,16.0218760145,3,3022.50073072,220806.568649292,3022.50073071684
601,E01000628,Brent 014F,Brent,10.0182882034,10.1457355421,0,22.9780365183,3,3203.3213011,352355.220550537,3203.32130109546
602,E01000629,Brent 005E,Brent,4.47375016445,4.40082109042,3.45566598013,5.85277274208,1b,2136.73757393,183167.476654053,2136.73757392867
603,E01000630,Brent 026E,Brent,13.8074917214,17.043639871,0,28.9989824542,3,3580.48242537,286122.703674316,3580.48242537292
604,E01000631,Brent 019C,Brent,9.95173771524,9.91937207074,0,21.3365868103,2,3304.65738976,252763.722259521,3304.6573897613
605,E01000632,Brent 029E,Brent,14.240138636,13.5250566331,11.1920459393,23.5671565672,3,2510.7059136,284726.598617554,2510.70591359741
606,E01000633,Brent 019D,Brent,21.4552035496,20.4792074314,13.0628015019,31.2547875084,5,3195.6086559,164745.275650024,3195.60865589937
607,E01000634,Brent 019E,Brent,12.984108598,14.881478198,3.70855283185,26.369955403,3,2880.28710335,168619.004905701,2880.28710335268
608,E01000636,Brent 020E,Brent,17.7944424816,16.1949478952,5.75396228054,27.7528379303,4,2735.83109439,213101.560531616,2735.8310943852
609,E01000637,Brent 022B,Brent,14.9193183306,15.1434774391,13.413301349,15.5864541947,3,1631.39201681,71804.7566604614,1631.39201680693
610,E01000638,Brent 024A,Brent,11.9010328098,11.2013751624,0,23.6108329132,3,3880.40976105,293781.972061157,3880.40976104517
611,E01000639,Brent 022C,Brent,16.2755099767,16.2433940411,13.8992059421,19.3161248781,4,2220.60811413,96612.9154586792,2220.60811412731
612,E01000640,Brent 024B,Brent,21.1751344317,21.4672090668,14.8207429817,25.2135471653,5,2507.3250874,123305.012718201,2507.32508740188
613,E01000641,Brent 024C,Brent,18.1427812765,18.0256597159,14.344536679,23.3529607915,4,2725.1493303,107867.454185486,2725.14933030212
614,E01000642,Brent 022D,Brent,19.2337884297,18.8547162535,16.9031539094,24.3937715813,4,2377.2136334,159228.341026306,2377.21363339833
615,E01000643,Brent 024D,Brent,7.95782974204,6.15347111291,3.04369805952,22.8264560532,2,4979.09010621,571370.293327332,4979.09010621107
616,E01000644,Brent 022E,Brent,16.6315937869,16.7998128415,12.0224771993,19.6498464791,4,2320.58328902,123220.618507385,2320.58328901565
617,E01000645,Bromley 007A,Bromley,3.35873673334,3.5040262932,0,11.0280969336,1b,6501.98851886,780389.963363647,6501.98851885906
618,E01000646,Bromley 016A,Bromley,4.65335828841,4.39261847838,2.79507202115,6.78754865539,1b,5123.65672533,351508.309906006,5123.6567253303
619,E01000647,Bromley 016B,Bromley,3.61863406389,3.86247329847,0,6.76312940901,1b,3564.81215999,251948.757225037,3564.81215998974
620,E01000648,Bromley 016C,Bromley,7.12732579009,8.10523094647,2.10882283382,11.8009333511,2,3945.21733352,379024.247055054,3945.21733352264
621,E01000649,Bromley 007B,Bromley,6.91554759824,6.72953160554,0,12.7467004301,2,4940.92679829,853986.493721008,4940.92679829219
622,E01000650,Bromley 022A,Bromley,4.55273035349,3.72786334389,0,10.9160023155,1b,7061.27324721,885926.456733704,7061.27324720548
623,E01000651,Bromley 020A,Bromley,7.48883453764,7.21706296159,2.2122788832,11.1140062819,2,3685.8779131,290551.275268555,3685.87791309887
624,E01000652,Bromley 022B,Bromley,3.55367192781,3.32598796547,1.30119238636,7.99837242798,1b,5560.05058238,577448.616256714,5560.05058238342
625,E01000653,Bromley 016D,Bromley,3.85701316479,4.17833648544,2.21264776744,7.12428252396,1b,4907.39007808,497903.474784851,4907.39007808226
626,E01000654,Bromley 039A,Bromley,0.940774649328,0,0,4.80352946063,1a,6639.95176269,1059875.42714691,6639.95176269169
627,E01000655,Bromley 039B,Bromley,1.595155737,1.35340901781,0,5.16882433109,1a,4399.96767378,380545.068588257,4399.96767377931
628,E01000656,Bromley 039C,Bromley,1.04755092128,0,0,6.23682375184,1a,11260.7225851,3404694.1788559,11260.7225851443
629,E01000657,Bromley 039D,Bromley,5.20591088507,5.12567634307,4.33797554885,6.17868709335,2,3808.52923897,307557.718002319,3808.52923897332
630,E01000658,Bromley 042A,Bromley,2.01464318023,0.591181920818,0,5.99403240849,1a,9446.28096903,2166105.55204773,9446.28096903394
631,E01000659,Bromley 039E,Bromley,2.93424974258,3.33165244009,0,5.87750586869,1b,4846.70436225,509220.043022156,4846.70436224859
632,E01000661,Bromley 026A,Bromley,6.25764518523,6.69981377198,0,10.3517810221,2,5918.55154546,937927.523033142,5918.55154545601
633,E01000662,Bromley 026B,Bromley,2.87700097143,3.22909861507,0,6.38543650088,1b,4623.29142848,523689.593200684,4623.29142848212
634,E01000663,Bromley 026C,Bromley,4.40028382178,4.01913545918,2.03951710949,10.1593787897,1b,4180.64353396,319193.043647766,4180.64353396212
635,E01000664,Bromley 026D,Bromley,1.95057937393,1.81056489724,0,8.49549789291,1a,7702.80914178,792120.543823242,7702.80914178216
636,E01000665,Bromley 033A,Bromley,5.50769579374,6.41851441627,0,10.5034483227,2,7132.74857228,833705.434860229,7132.74857227521
637,E01000666,Bromley 033B,Bromley,2.44005426082,2.73217683061,0,7.31832816487,1a,10308.3254595,2982318.93296814,10308.3254595054
638,E01000667,Bromley 033C,Bromley,5.62253506992,6.15491116747,0,11.5416990156,2,6302.19326793,1057018.30238342,6302.19326792895
639,E01000668,Bromley 020B,Bromley,6.11666183272,6.82912253642,0,10.5181829492,2,6143.93511939,701592.448387146,6143.93511939425
640,E01000669,Bromley 020C,Bromley,8.00640626629,8.03887280316,6.05217609593,9.21083889396,2,2205.78890828,173232.140785217,2205.78890828197
641,E01000670,Bromley 018A,Bromley,17.2418766229,17.2659377552,2.18755049852,29.6221493507,4,4144.76824706,483946.531837463,4144.76824706259
642,E01000671,Bromley 020D,Bromley,10.5457056664,9.89735930572,6.2270900792,20.6147450227,3,4893.35704395,342941.204269409,4893.35704394733
643,E01000672,Bromley 011A,Lewisham,4.14230787108,4.18772596532,1.58344110247,6.59711258467,1b,2942.19888041,326901.159919739,2942.19888040761
644,E01000673,Bromley 011B,Lewisham,6.73137153316,5.70620104689,1.99306089146,12.2596166574,2,3525.63220371,477513.065330505,3525.6322037071
